Rank,Feature_Name,Importance_Score,Feature_Type
272,ex_2_1_2_2_2_1_2_3,8.216394950036248e-05,Excess
273,seq_1_2_2_2_1_2_2_2_1_2_3_2_2_3_4_5_6_6_6_6_1_2_2_2,8.180314074472654e-05,Sequence
274,seq_2_2_1_2_2_2_1_2_2_3_3_3_4_5_6_6_6_6_1_2_2_2,7.939454360976773e-05,Sequence
275,ex_3_2_2_2_4,7.35103805637874e-05,Excess
276,seq_1_2_2_3_2_3_4_6_6_6_6_6_6_6_6_6_6_6_6_6_6_2_2_2,6.169966722185916e-05,Sequence
277,seq_2_2_1_2_2_2_1_2_3_2_2_4_5_6_6_6,5.7369251266030415e-05,Sequence
278,ex_2_1_2_2_2_1_2_2_2_3,5.617356116459303e-05,Excess
279,ex_2_2_2_1_2_2_2_1_3,5.170679623230911e-05,Excess
280,ex_2_2_1_2_2_2_1_2_2_3,4.993691753622834e-05,Excess
281,ex_3_2_2_2_3_3_4,4.544813743373446e-05,Excess
282,seq_1_2_2_2_1_2_2_1_3_2_2_2_3_4_5_6_6_6_6,4.1572647841801907e-05,Sequence
283,seq_1_2_1_2_2_2_1_2_3_2_2_3_4_5_6_6_6_1_2_2,2.483538007138424e-05,Sequence
284,seq_range_1_1_2_2_1_1_2_2_2,0.0,Sequence
285,seq_1_2_2_1_2_2_2_1_2_3_2_2_3_4_5_6_6_6_1_2_2_2,0.0,Sequence
286,seq_range_1_1_2_2_1_2_1_2_2,0.0,Sequence
287,seq_1_2_2_2_1_2_2_1_3_2_2_3_4_5_6_6_6_1_2_2,0.0,Sequence
288,seq_range_1_1_2_2_2_1,0.0,Sequence
289,seq_range_1_1_2_2_2_2_2,0.0,Sequence
290,ex_3_2_2_3_5_5,0.0,Excess
291,seq_range_1_2_1_2_2_1_2_1_2_1_2,0.0,Sequence
292,ex_3_2_2_3_5_1_2_2_2_2,0.0,Excess
293,seq_range_1_2_1,0.0,Sequence
294,seq_range_1_2_1_2_2_1_2_1_2,0.0,Sequence
295,seq_1_2_2_2_1_2_2_1_3_2_2_2_3_4_5_6_6,0.0,Sequence
296,seq_range_1_2_1_1_2_2,0.0,Sequence
297,seq_range_1_1_2_2,0.0,Sequence
298,ex_3_2_2_3_3,0.0,Excess
299,seq_range_1_2_1_2_1_2,0.0,Sequence
300,seq_1_2_2_2_1_2_2_1_2_3_3_5_6_6_6_6_1_2_2,0.0,Sequence
301,seq_1_2_2_1_2_2_2_1_2_3_2_2_3_5_6_6,0.0,Sequence
302,seq_1_2_2_2_1_1_1_1_1_1_1_3_2_2_2_3_4_5_6_6_6_6_6,0.0,Sequence
303,seq_range_1_2_1_1_2,0.0,Sequence
304,seq_1_2_2_3_4_5_6_6_6_6_1_2_2_2,0.0,Sequence
305,seq_1_2_2_2_1_2_2_2_1_2_3_2_2_3_4_5_6_6_6_6_6,0.0,Sequence
306,seq_1_2_2_2_1_2_2_2_1_2_3_3_2_2_3_4_5_5_6_6_6_6,0.0,Sequence
307,seq_1_2_2_2_3_3_3_3_4_5_6_6_6,0.0,Sequence
308,seq_3_3_4_6_6_6_6_6,0.0,Sequence
309,seq_3_3_5_6_6,0.0,Sequence
310,seq_3_3_5_6_6_6,0.0,Sequence
311,seq_3_3_5_6_6_6_6,0.0,Sequence
312,ex_3_3_2_2_3_4,0.0,Excess
313,seq_1_2_2_2_3_3_3_3_3_4_3_5_6_6_6_6_6_6,0.0,Sequence
314,seq_1_2_2_2_3_3_3_3_3_3_3_3_4_5_6_6_6_6,0.0,Sequence
315,seq_3_3_6_6_6_6_6,0.0,Sequence
316,seq_3_4_4_4_4_5_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,0.0,Sequence
317,seq_1_2_2_2_2_2_3_4_5_6_6_6_1_2_2,0.0,Sequence
318,seq_1_2_2_2_1_3_2_2_2_3_4_5_6_6_6_6_1_2_2,0.0,Sequence
319,seq_3_4_5_6,0.0,Sequence
320,seq_1_2_2_2_1_2_3_3_4_5_6_6,0.0,Sequence
321,seq_1_2_2_2_1_2_2_3_3_4_5_6_6_6_6,0.0,Sequence
