Label,Next_Packet_After_First_Stage,Type_6_Last_Time,First_Stage_Time_Diff,Gap_23_Time,A_IAT_P95,A_IAT_StdDev,Type_5_First_Occurrence_Time,Type_3_Last_Time,A_Mean_IAT,A_IAT_IQR,Type_4_First_Occurrence_Time,Gap_23_Time_Ratio,Range_2,Type_6_Time,Type_4_Last_Time,Type_3_First_Occurrence_Time,Gap_34_Time,Gap_45_Time_Ratio,A_IAT_P90,Type_5_Last_Time
HUAWEI-MateBook,0.0,0.0299339294433593,0.0299339294433593,0.0009338855743408,0.0134225606918334,0.0057772400133263,0.0100619792938232,0.0023829936981201,0.0037417411804199,0.0043627619743347,0.0024139881134033,0.0311982286224062,0,0.0033400058746337,0.0024139881134033,0.0023829936981201,3.099441528320009e-05,0.255495730852555,0.0103131771087646,0.0100619792938232
HUAWEI-PadSE,2.8405749797821045,0.0323750972747802,0.0323750972747802,5.960464477499923e-06,0.0093669891357422,0.0037239819407672,0.0100400447845458,0.0018751621246337,0.0029431906613436,0.0039024353027343,0.003364086151123,0.0001841064577169,3,0.0142860412597655,0.003364086151123,0.0008981227874755,0.0014889240264893,0.2062065969025918,0.0080490112304688,0.0100400447845458
HUAWEI-PadSE,2.010936975479126,0.0386409759521484,0.0386409759521484,6.914138794000065e-06,0.0111317753791809,0.0041878198079919,0.01133394241333,0.0020809173583984,0.0032200813293457,0.0039722323417663,0.0048558712005615,0.0001789328199826,6,0.0168929100036621,0.0048558712005615,0.0008869171142578,0.0027749538421631,0.1676477121279418,0.0100205183029175,0.01133394241333
HUAWEI-PadSE,2.5561230182647705,0.0404098033905029,0.0404098033905029,7.1525573730000375e-06,0.0132604837417602,0.0056836603522744,0.0107319355010986,0.0022399425506591,0.0036736184900457,0.0038466453552246,0.0035529136657714,0.0001770005487005,6,0.0260818004608154,0.0035529136657714,0.0012509822845458,0.0013129711151123,0.1776554507318986,0.0071790218353272,0.0107319355010986
HUAWEI-PadSE,2.2031800746917725,0.0352430343627929,0.0352430343627929,6.198883056700039e-06,0.0122895240783691,0.0052734318269254,0.0108199119567871,0.0021939277648925,0.0032039122147993,0.0021411180496216,0.0043249130249023,0.0001758895954556,6,0.0063390731811522,0.0043249130249023,0.0012850761413574,0.0021309852600098,0.1842917061290772,0.0064949989318848,0.0108199119567871
HUAWEI-PadSE,1.981845140457153,0.039355993270874,0.039355993270874,0.0012960433959961,0.0110069036483764,0.0046703454897722,0.0107080936431884,0.0024521350860595,0.0039355993270874,0.0067745447158813,0.0036959648132324,0.0329312841141086,5,0.0208308696746826,0.0036959648132324,0.0024521350860595,0.0012438297271729,0.1781718169757243,0.0083970069885254,0.0107080936431884
HUAWEI-PadSE,1.9574449062347408,0.0467429161071777,0.0467429161071777,0.0012280941009521,0.0157550811767577,0.0059587595762693,0.0098600387573242,0.0021669864654541,0.0038952430089314,0.0037342309951782,0.0041608810424804,0.0262733736623594,5,0.0231649875640869,0.0041608810424804,0.0021400451660156,0.0019938945770263,0.1219255919287554,0.0129160165786743,0.0098600387573242
HUAWEI-PadSE,12.710445165634155,0.0378730297088623,0.0378730297088623,0.0026938915252686,0.0124374628067016,0.0052653876773147,0.0122320652008056,0.0038120746612548,0.0034430027008056,0.0026004314422608,0.0055341720581054,0.0711295490742909,6,0.0074639320373535,0.0055341720581054,0.0037870407104492,0.0017220973968506,0.1768512631333767,0.0066978931427002,0.0122320652008056
HUAWEI-PadSE,2.135658025741577,0.0399360656738281,0.0399360656738281,1.4066696166999994e-05,0.0120425224304199,0.0049049218834672,0.0106899738311767,0.002087116241455,0.0036305514248934,0.0044134855270386,0.0042810440063476,0.0003522303944982,6,0.0131559371948241,0.0042810440063476,0.0020840167999267,0.0021939277648926,0.1604797497373198,0.0079948902130127,0.0106899738311767
HUAWEI-PadSE,2.802182912826538,0.043997049331665,0.043997049331665,0.0015819072723388,0.0134309530258178,0.005892017914272,0.0112969875335693,0.0022890567779541,0.003999731757424,0.0049479007720947,0.0047249794006347,0.0359548491630412,5,0.026015043258667,0.0047249794006347,0.0022609233856201,0.0024359226226806,0.1493738383088494,0.0066850185394286,0.0112969875335693
